gene	IgK.C13	IgK.C15	IgK.C16	IgK.C20	IgK.C25	IgK.C26	IgK.C27	IgK.C28	IgK.C29	IgK.C32	IgK.C35	IgK.C37	IgK.C40	IgK.C41	IgK.C42	IgK.C43	IgK.C44	IgK.C46	IgK.C47	IgK.C48	IgK.C49	IgK.C50	IgK.C51	average	median
IGKV1/OR22-5	0.0002620510737542748	0	0.0004651902046449241	0	6.977766509977043e-05	0	0	0.00030540838412407544	0	9.422761622976462e-05	0.0003181673560292714	0.00020005423692645563	0.00029848304284668805	0	0	4.9228426462576546e-05	0	0	6.169716563221084e-05	0	0	0	0	9.2360224858696187e-05	0.0
IGKV2D-24	0	0	0	0.00016997118988331476	0	0	0.00012535333972635366	0.00019917938095048398	7.774639127167183e-05	0	0	0	6.63295650770418e-05	0	0	9.845685292515309e-05	0	0	0	0.0001261803116653698	8.981847685826945e-05	0.00010584661414322459	0.00014838556505223169	5.2489899458831064e-05	0.0
IGKV1/OR2-108	0	0	0	0	0	0.00016804792726885702	0	0	0	0	0	0	0	0	0	0	0.00027351549465277203	0	0	0	0.0001796369537165389	0.00021169322828644917	0.00017806267806267804	4.3954620955969356e-05	0.0
IGKV2-4	0	0	0	0	0	0	0	0	0	0.0005653656973785877	0	0	0	0	0	0	0	0	0	0.0002523606233307396	0	0	0.00017806267806267804	4.3295173859652401e-05	0.0
IGKV6D-41	0	0	0	0.00016997118988331476	0	0	0.00012535333972635366	0	0	0.00018845523245952924	0	0	0.0001326591301540836	0	0	7.876548234012248e-05	0	0	0	0	0.0001796369537165389	0	0	3.803657949043229e-05	0.0
IGKV1/ORY-1	0	0	0	0	0	0	0	0.00019917938095048398	0	9.422761622976462e-05	0	0.00020005423692645563	4.421971005136119e-05	0	0	6.563790195010206e-05	0	0	0	0	0.0001796369537165389	0	0	3.4041556514117668e-05	0.0
IGKV7-3	0	0	0	0	0	0	0	0	0.00015549278254334365	0	0.0001590836780146357	0	0	0.00017102836505434425	0	0	0	0	0	0	0	0	0	2.1113253287492328e-05	0.0
IGKV1D-42	0.0001310255368771374	0	0	8.498559494165738e-05	0	0	0	0	7.774639127167183e-05	0	7.954183900731785e-05	0	0	0	0	0	0	0	0	0	0	0	8.903133903133902e-05	2.0101334831701021e-05	0.0
IGKV1/OR-3	0	0	0	0	0	0	0	6.639312698349466e-05	3.109855650866873e-05	0	0	0	0	0	0	0	0	0	0	0.0002523606233307396	0	0	0	1.5210969861865347e-05	0.0
IGKV2D-18	0	0	0	0	6.977766509977043e-05	0	0	0	8.292948402311661e-05	6.281841081984308e-05	0	0	0	3.420567301086885e-05	0	0	0	0	0	5.047212466614792e-05	0	0	0	1.3052319896510734e-05	0.0
IGKV1/OR2-1	0	0	0	0	0	0	0	6.639312698349466e-05	3.109855650866873e-05	0	0	0	0	0	0	0	0	0	0	0	0.00014969746143044907	0	0	1.0747354127070108e-05	0.0
IGKV1/OR2-2	0	0	0	0	0	0	0	6.639312698349466e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00014969746143044907	0	0	9.395242974519291e-06	0.0
IGKV1/OR2-3	0	0	0	0	0.00013955533019954086	0	0	0	0	0	0	6.668474564215188e-05	0	0	0	0	0	0	0	0	0	0	0	8.9669598192040324e-06	0.0
IGKV1/OR-4	0	0	0	0	0	0	0	9.958969047524199e-05	3.109855650866873e-05	0	0	0	3.31647825385209e-05	0	0	0	0	0	0	0	0	0	0	7.1240447618448526e-06	0.0
IGKV2/OR2-7D	0	0	0	0	0.00013955533019954086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0676230521539503e-06	0.0
IGKV1/OR-2	0	0	0	0	3.4888832549885215e-05	0	0	0	0	0	0	0	3.31647825385209e-05	0	0	0	0	0	0	0	5.987898457217963e-05	0	0	5.5622869417645981e-06	0.0
IGKV1/OR1-1	0	0	0	0	0	0	0	0	3.109855650866873e-05	0	0	0	6.63295650770418e-05	0	0	0	0	0	0	0	0	0	0	4.2360052863352401e-06	0.0
IGKV1/OR2-0	0	0	0	0	0	0	0	0	3.109855650866873e-05	0	0	0	6.63295650770418e-05	0	0	0	0	0	0	0	0	0	0	4.2360052863352401e-06	0.0
IGKV1/OR9-1	0	0	0	0	0	0	0	0	0	0	0	0	6.63295650770418e-05	0	0	0	0	0	0	0	0	0	0	2.883894133784426e-06	0.0
IGKV1/OR9-2	0	0	0	0	0	0	0	0	0	0	0	0	6.63295650770418e-05	0	0	0	0	0	0	0	0	0	0	2.883894133784426e-06	0.0
IGKV1/OR10-1	0	0	0	0	0	0	0	0	0	0	0	0	3.31647825385209e-05	0	0	0	0	0	0	0	0	0	0	1.441947066892213e-06	0.0
