gene	IgL.C13	IgL.C15	IgL.C16	IgL.C20	IgL.C25	IgL.C26	IgL.C27	IgL.C28	IgL.C29	IgL.C32	IgL.C35	IgL.C37	IgL.C40	IgL.C41	IgL.C42	IgL.C43	IgL.C44	IgL.C46	IgL.C47	IgL.C48	IgL.C49	IgL.C50	IgL.C51	IgL.C52	IgL.CC	average	median
IGLV1-44:IGLJ3	0.030964098160319725	0.0294685925838329	0.030767252000379088	0.0274376136445102	0.04868879245906411	0.038543025747219996	0.03849184859217259	0.032326570063494056	0.020103814616184424	0.02595899146473069	0.023823508016607087	0.021367113818404126	0.026263892470375114	0.019286507299720278	0.023197303350537154	0.024391778981453775	0.016619938449353423	0.02137784791399546	0.024034650773707443	0.018187372516048274	0.021170353125373662	0.014669024641619044	0.019411034401213924	0.023875106404889993	0.043606889609563465	0.026561316844190802	0.024034650773707443
IGLV2-11:IGLJ1	0.023086831588334383	0.020656625092745007	0.02531782672858477	0.01968208864760589	0.02743942831253077	0.028033467795027706	0.016254299272647644	0.022926227447035888	0.02968993847651751	0.025546943981163542	0.021823060778571383	0.02701381408753841	0.027172391895450988	0.03147203733205689	0.022728970366971503	0.02157882500728928	0.03464277664614277	0.033065391064207514	0.03341661502503036	0.029967599307379425	0.02238140156628932	0.029274805584184403	0.02440995053634889	0.02809871245194671	0.013884641967813671	0.025582586838376584	0.025546943981163542
IGLV2-8:IGLJ1	0.0261584701258381	0.018024478959043428	0.020917669676825384	0.010688286550355516	0.011776578674905912	0.015608728439246855	0.018575218094250282	0.020509838435908714	0.02127578587183643	0.030844697341312663	0.024247845309523758	0.026019994840170778	0.03309140330124831	0.027929456245433398	0.025147702737791627	0.02566338831224047	0.026427597944941456	0.03284347568793766	0.027127908363062763	0.0265207171137025	0.040930371357529104	0.032472125925231896	0.02986211925141067	0.02600646316011769	0.033310120964711996	0.025279217707383093	0.026019994840170778
IGLV1-47:IGLJ3	0.02838788519338112	0.024375962020801598	0.023422374460134572	0.020073123521399387	0.02069488356725653	0.018050584728822282	0.023150181805307684	0.02271995033632991	0.021065432056719405	0.0217207887766114	0.024914661055535657	0.020945493531642104	0.027310043323492787	0.025675805330951932	0.024157682380127502	0.026838663602816032	0.01687271317862116	0.024410691389683402	0.022030125525205266	0.01875509428912447	0.023945033730509525	0.020993394546987728	0.019230390257040195	0.02379689147809266	0.0381013919237325	0.023265569680413073	0.023150181805307684
IGLV2-23:IGLJ1	0.03240083231495856	0.02592091736014817	0.018548354341262636	0.02215864284829803	0.019382285735782642	0.022144284978992856	0.015577692429739758	0.019124834978311432	0.02608387307451133	0.025870695575394877	0.03119889429825389	0.021532750359632064	0.01701371650596627	0.022568139333088016	0.018602897499101868	0.018727337417040343	0.02641495920847807	0.021377847913995458	0.029045963894962876	0.021674806264944932	0.021522936848678217	0.021994753115337776	0.02090545413937845	0.023405816844105923	0.009833637251685314	0.02212129298128199	0.021674806264944932
IGLV3-1:IGLJ2	0.024573108300029727	0.019111669753398435	0.022406953602036258	0.02815451091313161	0.022915259338254414	0.021450031720191994	0.022383098465964434	0.020745583705286987	0.01785002373993057	0.013185519474148923	0.01976199392726186	0.019003028639059897	0.014453399944388818	0.018187358257218792	0.016433152284101464	0.017802530631013655	0.01959004151824929	0.020342242824736168	0.017569074236872005	0.018491509180196233	0.0158202783674045	0.019078515881195537	0.015338330059842474	0.017950325699991013	0.01904604604828025	0.019265743460487414	0.019046046048280248
IGLV6-57:IGLJ3	0.01823166099679625	0.03693587672400804	0.013234318517214764	0.021050710705883123	0.023405950116375494	0.021713369163185416	0.01823298091208175	0.01364375746526686	0.01610709212896091	0.017806337682723435	0.014265815657103144	0.015780645018807275	0.021735160487799946	0.013458645110341918	0.016664354643076914	0.018534669336618112	0.01722027843136429	0.02130387612190551	0.016507854987664966	0.023641556693101768	0.03338814562423162	0.01865689122083763	0.021365275597275225	0.018439168992474424	0.0032549395102041425	0.018983173273812118	0.01823298091208175
IGLV1-40:IGLJ1	0.018033490768570203	0.012302422146648688	0.017262154587671434	0.008602767223456879	0.013886549020826549	0.01580024657960571	0.014751602679677796	0.021924310052178278	0.021816695682137354	0.02278033944864122	0.01721597016976187	0.016894927205249776	0.02243718277081312	0.020591252565999026	0.01803378400008537	0.024969783222720456	0.01870532996581222	0.018123089062037676	0.019062642069089305	0.017396617189263566	0.021430958486077033	0.02104609762953247	0.015239796890293169	0.020492310820904767	0.012089775323615387	0.018035603822426773	0.01803378400008537
IGLV3-10:IGLJ3	0.011493873237110682	0.024547623725173433	0.02403162697499357	0.017335879404844923	0.033440576528951556	0.025615551272997132	0.023484551466047048	0.016148550952410884	0.011058600566152267	0.011272441871872851	0.016165230206349177	0.014380263352061974	0.022134349629121156	0.014012173405126832	0.01604188675352762	0.014912509424680278	0.009826617600283109	0.006398560015780649	0.014346112072613602	0.011030023019766178	0.019039521058446113	0.011840625878384714	0.012612245702311588	0.014117794286921037	0.015623709648979885	0.016436435922196332	0.014912509424680278
IGLV7-46:IGLJ3	0.016349043828648813	0.018539464072158954	0.013471250050771036	0.01974726112657147	0.018204627868292054	0.02075577846139114	0.018685363394258542	0.019360580247689694	0.01568638449872686	0.014362797998626506	0.017458448622857104	0.01668411706186876	0.014357043944759564	0.016732369596641296	0.0169311265957409	0.020230148444333698	0.013144285921922096	0.01420258408127034	0.016468550571027668	0.011820778346550884	0.010086960431930393	0.017075798744495465	0.016980549552330967	0.01697263911502418	0.01599570273586036	0.016412146212549952	0.016732369596641296
IGLV3-1:IGLJ1	0.014268256432275328	0.015106229984722113	0.01502822869985513	0.019160708815881233	0.024141986283557113	0.01522569215852914	0.0158137180726146	0.022277927956245672	0.019472753170833343	0.016952810752477187	0.01600357790428568	0.015178330323432954	0.014040445660263426	0.01783942618621114	0.013658723976396019	0.020114547596080366	0.019337266788981552	0.015534076338889435	0.01532872248854604	0.01094891990932672	0.016188191817809262	0.015389300103063813	0.013597577397804681	0.016307812237246734	0.011717782236734912	0.016345320531682542	0.015534076338889435
IGLV7-43:IGLJ3	0.01555636291574463	0.015792876802209484	0.013674334222390705	0.01727070692587934	0.014573516110196062	0.014315980991824571	0.014948290715406836	0.01219981769032501	0.012200521276787557	0.019248503875208475	0.024975280668809465	0.01728643175724309	0.015527081083114845	0.01597324507807912	0.017002265783117962	0.01541344643377806	0.014281772203626898	0.013166978992011047	0.016114810821291993	0.013442840555340028	0.010301576611333168	0.013667666073269002	0.01468144226284708	0.01630781223724674	0.015735307575044023	0.01534635478648501	0.015413446433778059
IGLV2-8:IGLJ2	0.013673745747597187	0.015001325609828212	0.013065081707531711	0.011242252621562962	0.007368539851451543	0.010538285673246115	0.021675021537339908	0.012877585339787511	0.012090335945059589	0.013891886588835474	0.015599447149126961	0.01683469573571234	0.014306571754477564	0.014824014904144716	0.022408844023774712	0.014796908576426944	0.01611438899081796	0.014720386625899983	0.013697589198098194	0.01640310408638022	0.013505489575274589	0.018551485055748156	0.022169963148594585	0.016783619708597257	0.017065182860641716	0.015168230080638246	0.014796908576426944
IGLV1-51:IGLJ3	0.01753806519800509	0.017595324698113823	0.013031234345595102	0.013718806822255096	0.022547241254663605	0.014100523083920857	0.018370662537092085	0.01688525491921795	0.014604564878125009	0.014039046404395173	0.014629533336746001	0.016473306918487744	0.015898739938827698	0.015024339429876401	0.014281191865945318	0.018322734448153664	0.012006799640217305	0.00924647401124371	0.017392204362004164	0.013645598331438673	0.013152905851970025	0.01152440738311628	0.013811065931828187	0.01302278531175818	0.01646999392163296	0.015093312192985204	0.014604564878125009
IGLV2-11:IGLJ2	0.01867754401030485	0.013790156917871324	0.0155697864908409	0.011448632138287309	0.02405202630756825	0.014603258202362862	0.018344437465661546	0.02051966115546615	0.014844969238258756	0.014421661924850386	0.01219127778062167	0.014264819702115234	0.010729928815858181	0.014059618687536968	0.01604781501914237	0.010500410383011303	0.013807819586249895	0.019195680047341936	0.011044541075080612	0.015152764467105258	0.01063883060753753	0.01561768012742435	0.015050941648656993	0.012983677848359515	0.009160329764431657	0.014668730776477831	0.014421661924850386
IGLV2-23:IGLJ2	0.019420682366152523	0.016050369358767247	0.013674334222390705	0.014750704405876815	0.013158691033280285	0.012771865985181286	0.013335448822428724	0.01115860941723769	0.011779813646553505	0.020847640537623856	0.014973044478630924	0.014395321219446333	0.008931283489445347	0.014278394156428158	0.012561994837666304	0.012716093307866898	0.01250181681836661	0.01592859256336916	0.014162691461639548	0.011861329901770612	0.011533064688382414	0.013972172772416384	0.012133265017002445	0.01729201673278001	0.010152311329446256	0.013773662102806001	0.013335448822428724
IGLV8-61:IGLJ3	0.023780427387125543	0.016307861915325007	0.014351281461122918	0.015641394951739777	0.017763006167983077	0.010389859114467999	0.01034579067934736	0.010608537122021748	0.01646769866916153	0.02083782988325321	0.014346641808134887	0.01614203383603187	0.00886475196589181	0.00955231685857405	0.017020050579962226	0.01895853911354701	0.011627637546315706	0.015903935299339186	0.009786799742687086	0.008961893703560018	0.010454873882335148	0.009486554858053034	0.012875000821109747	0.013687612189535627	0.006826073144256688	0.013639536108035288	0.013687612189535627
IGLV4-69:IGLJ3	0.016249958714535787	0.011158010784169742	0.012692760726228996	0.007364490123110814	0.006526187349010357	0.01414840261901057	0.010660491536513819	0.010313855535298923	0.017399265564679793	0.017835769645835376	0.010487193096369028	0.010691085842894243	0.0160363913668695	0.01654258846700075	0.0169311265957409	0.011752752905755772	0.014976902709113166	0.013166978992011046	0.012262977990836834	0.014172768549295145	0.012401749224060319	0.010540616508947817	0.01446795372882358	0.015310571920580567	0.024877037685131675	0.013558715527272979	0.013166978992011046
IGLV3-19:IGLJ3	0.008025894243154872	0.017223391005308165	0.014622060356615802	0.01323001323001323	0.01118774974116061	0.008570436781058854	0.01490895310826103	0.01579493304834349	0.011118701656185703	0.010065731384283332	0.01357879337333331	0.016382959714181602	0.010599159959218467	0.012778596062463302	0.0139788503195928	0.0143345051834136	0.01744145631947356	0.011243712397672351	0.013284892823406568	0.00920520303487839	0.008891241718114938	0.00801086854680034	0.013006378380508825	0.010637230044439118	0.008686038578659051	0.012272310040421654	0.012778596062463302
IGLV3-21:IGLJ2	0.010750734881263008	0.014963178564412245	0.011474255696511011	0.015804326149153735	0.015203235942118122	0.015345390996253427	0.010149102643618322	0.010529955365562328	0.011238903836252576	0.009506524085156476	0.012144129192519814	0.014099183160887289	0.012007792906179537	0.012193437579404958	0.013753576226232104	0.008798509005948309	0.011532847022840305	0.01098481112535753	0.011673411741277371	0.01624765645803793	0.015345056827298365	0.014184156282207453	0.013761799347053533	0.0069806822166631685	0.007105067959417044	0.01223110900846504	0.012007792906179537
IGLV3-21:IGLJ1	0.010701192324206497	0.017852817254671586	0.00819106158865978	0.009124147055181539	0.00956847017336105	0.016039644255054285	0.0059793162861627325	0.012612371911736966	0.017309113929629638	0.011831649170999705	0.012608879560952352	0.01379300652407201	0.013957854803438348	0.015277380936063794	0.010706447700247918	0.014989576656849161	0.013460254333506767	0.00732320741690502	0.01709742123722443	0.013341461667290708	0.013152905851970025	0.011953059121146824	0.009327806717334613	0.008525427020910761	0.0042221215360933725	0.011957863801346794	0.012608879560952352
IGLV1-40:IGLJ2	0.012534266935297422	0.011100790216045793	0.009511108704187594	0.009841044323802945	0.00802279422227965	0.009671666088122284	0.01154558769729449	0.009812896837870117	0.015175525233442653	0.011772785244775825	0.009214181217619027	0.012272161918251843	0.011012114243343864	0.011149641366381963	0.01337416722688777	0.010866479735813535	0.012480752257594298	0.0120574021106618	0.009799901214899518	0.0122668454539679	0.009443111893722071	0.011348730441300485	0.012776467651560437	0.010839285271998933	0.009941515246880651	0.011113248910160117	0.011100790216045793
IGLV3-25:IGLJ2	0.009660798626019753	0.012273811862586716	0.010661919010032352	0.013946910498634637	0.010819731657569805	0.014491539287153523	0.007316794929120188	0.011050559502105985	0.012440925636921302	0.008535269302462473	0.011760204975119027	0.009205376260970913	0.010273384912852885	0.011545018719799762	0.012004737869879316	0.011906887370093554	0.011596040705157235	0.008210868921984416	0.012046803699331697	0.008988928073706505	0.01245795822342771	0.010347371872950442	0.009793102240206355	0.009842044955332764	0.006407580921516158	0.010703382801397422	0.010819731657569805
IGLV1-44:IGLJ1	0.013673745747597188	0.005664836244270792	0.010560376924222525	0.006061040543799165	0.014009221715356821	0.011634727026800568	0.009441025714993789	0.014616206701452186	0.010998499476118832	0.009359364269596781	0.00909294199107141	0.007378355018335464	0.011411303384665079	0.008793192340011875	0.008109867360985137	0.008862731699422383	0.011185281770097174	0.008654699674524114	0.010612192492070335	0.009793200585564455	0.011313338599946245	0.0091703363627846	0.008342475021841518	0.01055901511764177	0.015437713105539645	0.010189427555548393	0.0097932005855644547
IGLV1-47:IGLJ1	0.00445883013508604	0.005836497948642634	0.008935703551265212	0.007234145165179649	0.01091786981319402	0.00919287073722514	0.005664615428996274	0.010549600804677184	0.008293950424614201	0.008299813597566957	0.009577898897261884	0.008191479857090801	0.010255031389113973	0.010785894201237586	0.009283663952706672	0.008515929154662377	0.008910309206687578	0.00954236117960351	0.006721055244977879	0.009428236588586898	0.009933663160928412	0.008432493207158253	0.0071600769872498075	0.009268468825485553	0.014712326586122721	0.0088041114418128483	0.008935703551265212
IGLV3-25:IGLJ1	0.009611256068963242	0.009555834876699216	0.005889440976970254	0.009775871844837363	0.005544805792768199	0.007469207473995427	0.0021242307858736027	0.008310020745583702	0.011719712556520068	0.00877072500735799	0.007516832045952365	0.0056918738712873574	0.008754630823458372	0.008729931963465025	0.007042779550329197	0.010327009110631297	0.015166483756063963	0.005769799783016076	0.009786799742687086	0.00689376438735386	0.011313338599946245	0.00864330553733721	0.0081454086827429	0.009933295703263	0.003626932597084616	0.0082445316913675043	0.0086433055373372099
IGLV2-18:IGLJ3	0.009710341183076265	0.005493174539898949	0.00924709928108203	0.009430457706319775	0.0045814162317238125	0.00567372490813114	0.011400038550855	0.01571831583579556	0.005324956576962452	0.004179338761895418	0.007888632340698394	0.005469017433998857	0.0042837124406607625	0.006458884445433183	0.007209956640665293	0.00698999795771835	0.006332006968156705	0.006287602327645724	0.007444256511104154	0.007343886650292848	0.005190645596127099	0.005568959055560763	0.004870823014720856	0.007868421635813054	0.02564520340953984	0.0078244348001550515	0.0064588844454331832
IGLV1-44:IGLJ2	0.0098589688542458	0.007553114992361057	0.008631077293835717	0.008276904828628967	0.011739776866546824	0.008809834456507425	0.01260770309023129	0.009695024203180988	0.005318946467959108	0.008123221818895318	0.007941169338869031	0.006595345914348842	0.007102813686956795	0.0050529225766794824	0.007582251721271922	0.006011244109173443	0.007140886101813449	0.007619094585264818	0.00799844878569005	0.00618411217100861	0.005717988208373913	0.004760845123208096	0.007094388207550266	0.006902467289865821	0.011020295198834018	0.0078135538356520415	0.0075822517212719223
IGLV3-27:IGLJ3	0.002080787396373485	0.004062660336800266	0.013538944774644261	0.007364490123110813	0.006035496570889278	0.009958943298660568	0.008614935964931833	0.007897466524171745	0.007993444974447018	0.0063573040321789455	0.00804220202765871	0.0076795123660226275	0.009497948534884086	0.008255479139363664	0.008714550453690167	0.005702975180497881	0.008341566065835177	0.0061396587434658255	0.007585752410998424	0.00547445995466336	0.008584647176110974	0.006148692963552892	0.007784120394395433	0.007782385216335968	0.005356700451078818	0.0073998050029904887	0.0077823852163359684
IGLV1-47:IGLJ2	0.008471777256663477	0.006408703629882109	0.007581809073800786	0.0071689726862140665	0.00744623255798738	0.006128580491483427	0.006471036375485326	0.005569481989061418	0.005559350828092852	0.005297753360149122	0.006365059393749986	0.005812336810362223	0.005671238835322089	0.006697692366897532	0.006515163910615982	0.006608515158482342	0.00436036407986839	0.0064355459118256245	0.005758097037364087	0.007116797941062367	0.005825296298075301	0.006552749929729224	0.006815210893827225	0.005651028461108281	0.008472142553702785	0.0064304375132325379	0.0064355459118256245
IGLV6-57:IGLJ2	0.003963404564520925	0.010671635955116188	0.0026739415929922417	0.007364490123110814	0.005152253170271333	0.00533856816250314	0.0059596474825898286	0.004272883007480983	0.0038464697621399192	0.004032178946335721	0.00371800294746031	0.004035508459007967	0.004308489697708286	0.004633822582056617	0.0031123394477464887	0.005818576028751216	0.005655834567365519	0.007545122793174869	0.006603141995065988	0.011476090127183189	0.00956574971052366	0.006324369905368689	0.006979432843076072	0.007058897143460515	0.0009113830628571598	0.0056408893631147046	0.0053385681625031404
IGLV1-51:IGLJ1	0.007728638900815802	0.006523144766130002	0.003249346745914623	0.0058655231069024176	0.01442630887675974	0.005889182816034856	0.004838525678934317	0.006541931225246744	0.0073924340741126585	0.002825468458746198	0.0055770044211904644	0.004878749032532021	0.006029132548230766	0.005124090500294689	0.004268351242623755	0.0067048491986934555	0.002843715704261993	0.004882138277936679	0.004480703496651919	0.003527985304116388	0.005058809943065394	0.004216246603579127	0.0034486609342258253	0.004810217998036806	0.0028457471146356218	0.0053590762787868902	0.0048821382779366792
IGLV3-19:IGLJ2	0.00445883013508604	0.008296982377972374	0.00568635680535059	0.0034541413851758677	0.004710631469962364	0.003399446991369714	0.006176004321891769	0.0062472496385239185	0.005348997012975826	0.004767978024134209	0.007031875139761887	0.007348239283566748	0.003826709699561993	0.0059464753954037095	0.006082400520738851	0.006242445805680112	0.006635336643277983	0.005473912614656278	0.006445924328516796	0.004825635071147702	0.004016388500251918	0.0029513726225053882	0.005517857494761319	0.0038325314130699772	0.003106142275451953	0.0052731945988318107	0.0054739126146562782
IGLV3-9:IGLJ3	0.003567064108068832	0.0012874627827888163	0.00257239950718241	0.004659832246039142	0.0025270575073235596	0.003375507223824856	0.007021762875526631	0.0020922392657320666	0.0029449534116383763	0.0045619542823506325	0.0037382094852182464	0.006745924588192423	0.005602413121301191	0.0048077886175604476	0.0031123394477464887	0.004527699889922305	0.006192980867059452	0.005159532498273991	0.006092184578781117	0.013980148662001432	0.009489101075022667	0.006956806895905558	0.00796476453856917	0.007391310582349239	0.004956807882682309	0.005253129837642455	0.0048077886175604476
IGLV3-19:IGLJ1	0.005350596162103248	0.005493174539898949	0.00568635680535059	0.003910348737934945	0.0038273880693444205	0.003447326526459428	0.005428589786121429	0.00760278493744892	0.0068515242638117315	0.005297753360149121	0.0036371767964285635	0.004517360215307426	0.0033036342730031593	0.005313871629935233	0.004695186366886131	0.006473647502186784	0.0075832418780319814	0.005769799783016076	0.004716529996475705	0.0063260426142776605	0.004966831580464206	0.0037946219432212136	0.006700255529353031	0.0035196717058805903	0.0020087626691545567	0.0050488991068898034	0.0052977533601491211
IGLV10-54:IGLJ3	0.0032698087657297625	0.0006866468174873687	0.004874020118871935	0.008407249786560132	0.006452583732292196	0.004835833044061142	0.002360256428748447	0.0025637298044885893	0.0031853577717721204	0.004885705876581967	0.005132460590515861	0.005330485054062763	0.009594304534513343	0.0026094905325574802	0.003912655305738443	0.0076103891766779175	0.006066593502425585	0.005658842094881151	0.003222962164258398	0.0015206833207398222	0.004031718227352118	0.002529747962147476	0.002463329238732732	0.0033045806571878875	0.02020852444478172	0.0049887183581266547	0.0040317182273521181
IGLV2-18:IGLJ1	0.0023780427387125546	0.003604895791808686	0.0035472035309567973	0.0027372441165544616	0.00542704000601914	0.0033994469913697133	0.002407461557323416	0.007425975985415224	0.004579703060547842	0.004944569802805846	0.0041706293932380865	0.0042463186023889805	0.00245019541914401	0.0033527999569829443	0.002027466840246284	0.007991871975913924	0.005877012455474785	0.0035506460203175855	0.004244876996828134	0.005190599068125259	0.0031885832368412186	0.004511383865829665	0.002887021867794762	0.004810217998036806	0.022245186595452316	0.0048478557549651372	0.0041706293932380865
IGLV1-51:IGLJ2	0.006242362189120456	0.0071239607314314505	0.004907867480808545	0.005311557035694967	0.005176787709177388	0.0051949295572339994	0.005271239357538199	0.0057462909410951135	0.0052287948329089555	0.0032669479054252912	0.003960481400555547	0.00463782315438229	0.00392306569919125	0.005535282947849199	0.004997527913238648	0.006762649622820122	0.0032860714804805254	0.003032843475687937	0.005836705870638683	0.004399843741340551	0.004231004679654693	0.0042513819919422855	0.004154815315995874	0.004810217998036806	0.0030224438309038467	0.004812515874526105	0.0049078674808085447
IGLV3-10:IGLJ2	0.001981702282260462	0.004978189426783425	0.005347883185984483	0.0044317285696596044	0.007826517911031216	0.007229809798546852	0.0069627564648079175	0.005186395926321744	0.002764650141538067	0.0035024036103208076	0.004283786004682531	0.004080682061161042	0.004955451409504737	0.004902679182380719	0.005157591084837038	0.004739634778386754	0.0030016999100543258	0.0032917447480027614	0.003969746080367051	0.003730743080215031	0.004506939767458259	0.00404056966176333	0.004926658477465463	0.003324134388887225	0.004073324301341183	0.0045278968901504811	0.0044317285696596044
IGLV7-46:IGLJ2	0.003864319450407901	0.003433234087436844	0.0018954522684501967	0.004105866174831691	0.004661562392150256	0.004668254671247143	0.003933760714580746	0.0034477745646570683	0.0037863686721064833	0.005180025507701362	0.005334525968095225	0.004758286093457156	0.003455050843849138	0.0040170339107248485	0.005193160678525569	0.0042772313853734105	0.002906909386578926	0.004660222901666831	0.004559312329926515	0.0036699157473854375	0.00309660487424003	0.0035838096130422588	0.004959502867315233	0.0033632418522858976	0.004724312203382013	0.0040614295663767268	0.0040170339107248485
IGLV4-69:IGLJ2	0.0022789576245995317	0.0027465872699494747	0.0019292996303868074	0.0018900018900018902	0.002109970345920642	0.003519145829093999	0.002871645321643945	0.002180643741748915	0.006220462818460651	0.00741685470420877	0.003576557183154755	0.003192267885483915	0.004143307984058128	0.004965939558927568	0.005299869459591163	0.004238697769288966	0.0045499451268191885	0.00495611007002663	0.00400905049700435	0.005778596618811325	0.0035718264143461726	0.0030567787875948665	0.004220504095695413	0.004868879193134817	0.007244565366997222	0.0040334586074779639	0.0040090504970043501
IGLV3-10:IGLJ1	0.0023780427387125546	0.006523144766130002	0.0036555150891539505	0.0035193138641414507	0.008832434006179432	0.005170989789689142	0.003540384643122671	0.006188313321179353	0.0036060654020061743	0.0031786520160894728	0.0041221337026190385	0.00433666580669513	0.005120633123154896	0.0037956225928108805	0.004268351242623755	0.003236823751093392	0.005308269314622387	0.0026629845152381887	0.0028299179978854227	0.0017031653192286008	0.005886615206476095	0.002740560292326432	0.0025618624082820412	0.0018771582431363148	0.0011717782236734912	0.0039286158950508111	0.0036060654020061743
