gene	IgG.C13	IgG.C15	IgG.C16	IgG.C20	IgG.C25	IgG.C26	IgG.C27	IgG.C28	IgG.C29	IgG.C32	IgG.C35	IgG.C37	IgG.C40	IgG.C41	IgG.C42	IgG.C43	IgG.C44	IgG.C47	IgG.C48	IgG.C49	IgG.C51	IgG.C52	IgG.CC	average	median
IGHD1-1	0.010480251972015494	0.02053434136340339	0.01261055723974122	0.00871212400403912	0.012981773984920553	0.014188395583744443	0.013506004138595344	0.012090347967378385	0.013639914410895616	0.011922352436919808	0.011911855705543966	0.011091649352948303	0.013699148533585647	0.014143199898977155	0.013474692202462377	0.010736168433301206	0.014940239043824705	0.02032893127904132	0.014642882224875347	0.025294385880207063	0.01858557722067471	0.02634621235168846	0.011642542479546884	0.014674067291666542	0.013506004138595344
IGHD5-18	0.014201298882292275	0.015464825730394661	0.014954526986905017	0.016665069689621365	0.014400191551436525	0.015535196930545779	0.017718691949849975	0.013559462812706029	0.015861155452909004	0.01556560677667866	0.012003529438727565	0.016896015205016178	0.0180283822138127	0.015945097963029526	0.010181747117451631	0.015099725459537094	0.011454183266932273	0.012426632428466615	0.012535992696116303	0.007751937984496123	0.017672547199009594	0.017797383632491632	0.012125026221942522	0.014514966416972563	0.015099725459537094
IGHD5-5	0.013699584692142596	0.015272616606868267	0.014954526986905017	0.015515246217007067	0.013994185789277818	0.015206326834233818	0.017337644811143523	0.01306110583337227	0.015861155452909004	0.015430253674272755	0.011590997639401364	0.016616511231401353	0.017801324503311275	0.015770250711531184	0.00982997850302912	0.014772458682569404	0.010956175298804783	0.012243213499633159	0.012325303743240399	0.00743005820659317	0.016929743113587123	0.017067234560389413	0.011621564925529683	0.014142933109441458	0.014954526986905017
IGHD3/OR15-3a	0.009755553697354851	0.011244233726294198	0.010610369722161447	0.009714534210933637	0.015613003635833674	0.009157466134210323	0.009653194180563436	0.012941707807073554	0.011955303467717272	0.009801820499227358	0.013894300185639311	0.010388231019350993	0.012824976348155189	0.011933324914761973	0.015165135821770558	0.013417937855675348	0.010167662682602921	0.013481291269258983	0.011781023948310978	0.018306912368230455	0.012921696069328381	0.006936416184971099	0.018292427102999782	0.0121721096892359	0.011933324914761973
IGHD2/OR15-2a	0.012208378626975498	0.013390568939005629	0.009547770103447194	0.015728995452300755	0.01185745033586569	0.014153159501996736	0.01316200324948535	0.010320142447036587	0.009231396257174874	0.014956517815852098	0.01332133935324181	0.009293507122692925	0.012170293282876082	0.012079030957677265	0.010035176861442249	0.014499736368429656	0.012491699867197876	0.012564196625091706	0.014502422922958072	0.01162790697674418	0.012581244196843077	0.00958320657134165	0.009041325781413888	0.012102063896395251	0.012208378626975498
IGHD2/OR15-2b	0.011539426373442595	0.013006150691952836	0.009172734943900987	0.014844515857982054	0.01148267578618073	0.013871270848015056	0.012653940397876743	0.009946374712536269	0.009149882824440438	0.014550458508634396	0.012565031054477113	0.009181705533246994	0.01189782403027438	0.011671054037514457	0.009917920656634747	0.014063380665806069	0.011993691899070388	0.01238077769625825	0.014291733970082167	0.011306027198841226	0.012209842154131843	0.00958320657134165	0.008286133836794631	0.011720250445627651	0.01189782403027438
IGHD3/OR15-3b	0.007915935000139367	0.010475397232188616	0.00967278182329593	0.00856471073831934	0.01480099211151626	0.0077950043066322095	0.008700576333797304	0.011882699225989312	0.010977142274904043	0.009395761192009655	0.013206747186762312	0.009158413535445754	0.011508041627246942	0.010534546902775218	0.013875317568888011	0.011890692896492791	0.008673638778220452	0.012931034482758619	0.011359646042559169	0.01718033314557012	0.012550294026617146	0.0058411925768177666	0.018292427102999782	0.011181883743997657	0.010977142274904043
IGHD1-14	0.014020124313627116	0.011116094310609935	0.014173203737850417	0.014026372233237262	0.0107227162826529	0.013092161929371243	0.008806422761215767	0.008228081377541748	0.00927215297354209	0.015385135973470784	0.010576856966057794	0.010905313370538417	0.012870387890255458	0.010986235635812604	0.0076607387140902854	0.011772513227032232	0.012574701195219124	0.008712399119589142	0.011148957089683265	0.007349588262117431	0.011018260600433302	0.013842409491937938	0.0052863436123348016	0.011023790046444396	0.011018260600433302
IGHD1-20	0.012835521364662594	0.013270438236801628	0.005484889208363283	0.007488593898564927	0.00791971496313417	0.008025996398089418	0.008660883923515392	0.007340383008103485	0.009156675610501635	0.008324215797962931	0.007133362363348835	0.006847847353563205	0.008881740775780514	0.011258220249254474	0.010289231971858506	0.007036235704805365	0.01369521912350598	0.011310833944729756	0.007742819018189483	0.010206271291006137	0.0088826988548437	0.01825372680255552	0.0037759597230962874	0.0092965860689668365	0.0086608839235153921
IGHD4-11	0.009072664938540012	0.010571501793951815	0.009891552333031219	0.010370523243386668	0.006795391314079295	0.008769869234985513	0.009901933284996813	0.009910036182793182	0.009306116903848107	0.007252670403916218	0.011430568606330065	0.008086981636588931	0.009699148533585623	0.009296045537995278	0.010435802227867889	0.007890765622443228	0.006308100929614874	0.007764734653949617	0.010674906945712482	0.009361336874010886	0.006654286598576292	0.012625494371767567	0.0016782043213761273	0.0088586363692759879	0.0093061169038481072
IGHD4-4	0.008905426875156787	0.009514351614556634	0.009704034753258116	0.010016731405659193	0.006514310401815579	0.008394017696343277	0.009552640074515896	0.009473973825876145	0.008735522874707056	0.0069819641991044155	0.010811770907340769	0.007639775278805214	0.009381267738883637	0.008888068617832475	0.009966777408637873	0.007018054217196052	0.006308100929614874	0.007214477867449252	0.009410773228457058	0.008878517207156458	0.006282884555865057	0.011530270763614237	0.0016782043213761273	0.0083826920331835746	0.0088880686178324751
IGHD5/OR15-5a	0.00585333221841291	0.007239876986160942	0.00911022908397662	0.00846152145231549	0.00881240711967542	0.009368882624696581	0.006274046985229134	0.006909511869721177	0.007832082328567058	0.006429272364280317	0.00781518575390186	0.00786337845769707	0.008151371807000946	0.009053202133136462	0.006986515536447137	0.007472591407428956	0.008632138114209828	0.005105160185864515	0.005038977456282044	0.007322764947292185	0.0064840606623336435	0.004350471554609066	0.007572897000209774	0.007310429480410832	0.0074725914074289558
IGHD5/OR15-5b	0.005351618028263232	0.007047667862634546	0.008922711504203516	0.008196177574019884	0.008437632569990462	0.009180956855375462	0.006178785200552522	0.006722628002471018	0.007506028597629315	0.006023213057062613	0.007471409254463364	0.007304370510467422	0.007651844843897823	0.008936637298804232	0.006634746922024623	0.007036235704805367	0.0076361221779548474	0.004921741257031059	0.00482828850340614	0.007000885169389233	0.0064840606623336435	0.004350471554609066	0.006817705055590517	0.0069844320942165179	0.0070362357048053669
IGHD1/OR15-1a	0.00564428463918388	0.0068874935930292105	0.004906710004062879	0.004923603075040722	0.006506502598697145	0.006111502623130523	0.0063428471630511355	0.0059647100964009235	0.005943687803552622	0.0058201834034537605	0.006199436206540914	0.004746909151891773	0.007050141911069059	0.004973432931508441	0.006595661520422122	0.007145324630461261	0.004482071713147411	0.0045854732208363905	0.004459582835873308	0.0043051420294519995	0.005323429278861035	0.007757833891086096	0.0025802391441157955	0.0056198349332551465	0.0058201834034537605
IGHD4/OR15-4a	0.004334253142681942	0.005566055868785237	0.004922336469043972	0.005903901292077273	0.004939736772930866	0.003288700963119568	0.004601673432017485	0.006473449512804137	0.003586591040315183	0.005729948001849825	0.004755574908899226	0.005534178677573532	0.00559697256385998	0.005187135127784197	0.0045045925346882945	0.004499918183305758	0.0034860557768924302	0.007520176082171677	0.006847390968466888	0.004251495399801506	0.006623336428350357	0.00608457560085184	0.005852737570799246	0.0052213385356117571	0.0051871351277841971
IGHD1/OR15-1b	0.005477046575800654	0.006310866222450022	0.004719192424289776	0.0042160193995857695	0.006162959261485933	0.005500743872836892	0.00567601467031484	0.004967996137733409	0.0056991475053493135	0.0054141240962360575	0.00544312790777622	0.0040760996152161945	0.00668684957426679	0.004390608759847298	0.006243892905999609	0.006818057853493569	0.00398406374501992	0.004218635363169479	0.004459582835873308	0.0043051420294519995	0.004952027236149801	0.007392759355034987	0.0025802391441157955	0.0052041389778912017	0.0054141240962360575
IGHD4/OR15-4b	0.00399977701591549	0.005566055868785237	0.004922336469043972	0.005903901292077273	0.004814811923035882	0.003288700963119568	0.004474657719115335	0.006473449512804137	0.0035050776075807475	0.005729948001849825	0.004755574908899226	0.005422377088127602	0.005415326395458845	0.005187135127784197	0.0045045925346882945	0.004390829257649861	0.0034860557768924302	0.0073367571533382225	0.005372568298335558	0.004251495399801506	0.006066233364283504	0.00608457560085184	0.005349276274386406	0.0050565875458184759	0.0051871351277841971
